"index"	"budget"	"keywords"	"original_language"	"title"	"popularity"	"release_date"	"revenue"	"runtime"	"vote_average"	"vote_count"	"genre"	"release_year"	"release_month"	"release_day"	"first_actor"	"first_actor_gender"	"director_first_name"	"director_gender"
222	1.15e+08	"dystopia space station class conflict"	"en"	"Elysium"	67.33767	2013-08-07	286140700	109	6.4	3439	"Drama"	2013	8	7	"Matt Damon"	"male"	"Neill"	"male"
703	6e+07	"new york parish hall romantic comedy lawyer billionaire"	"en"	"Two Weeks Notice"	24.153567	2002-12-19	93354918	101	5.9	487	"Comedy"	2002	12	19	"Sandra Bullock"	"female"	"Marc"	"male"
4734	0	NA	"en"	"Echo Dr."	0.053755	2013-11-08	0	85	5	1	"Drama"	2013	11	8	"Johnathan Hurley"	"male"	"Patrick"	"male"
4622	0	NA	"en"	"The Looking Glass"	0.062979	2015-10-23	0	110	7	1	NA	2015	10	23	"Dorothy Tristan"	"female"	"John"	"male"
1887	3e+07	"new york shyness career flight romantic comedy"	"en"	"A Lot Like Love"	19.212552	2005-04-22	42886719	107	6.5	318	"Comedy"	2005	4	22	"Ashton Kutcher"	"male"	"Nigel"	"male"
356	9e+07	"detective scotland yard coffin black magic arrest"	"en"	"Sherlock Holmes"	57.834787	2009-12-23	524028679	128	7	5766	"Action"	2009	12	23	"Robert Downey"	"male"	"Guy"	"male"
3431	6500000	"kidnapping ecstasy drug traffic drug mule hitman"	"en"	"Layer Cake"	24.0034	2004-09-30	11850214	105	7	559	"Drama"	2004	9	30	"Daniel Craig"	"male"	"Matthew"	"male"
2364	0	NA	"en"	"Being Julia"	1.946634	2004-09-03	0	104	6.4	23	"Drama"	2004	9	3	"Michael Gambon"	"male"	"Istv\u00e1n"	NA
424	8e+07	"tattoo martial arts sniper island mercenary"	"en"	"The Expendables"	77.580661	2010-08-03	274470394	103	6	2926	"Thriller"	2010	8	3	"Sylvester Stallone"	"male"	"Sylvester"	"male"
768	6e+07	"vampire crucifixion post-apocalyptic dystopia vampire hunter"	"en"	"Priest"	28.350927	2011-05-05	78309131	87	5.4	692	"Thriller"	2011	5	5	"Paul Bettany"	"male"	"Scott"	"male"
3712	0	"royal court overbearing father harpsichord 18th century"	"fr"	"Mozart's Sister"	0.774442	2010-06-09	0	120	6.2	13	"Drama"	2010	6	9	"Marie F\u00e9ret"	"female"	"Ren\u00e9"	NA
689	6e+07	"journalist based on novel puppy dog duringcreditsstinger"	"en"	"Marley & Me"	30.951203	2008-12-25	244082376	115	6.9	1343	"Comedy"	2008	12	25	"Owen Wilson"	"male"	"David"	"male"
2562	1.5e+07	"american football sport high school sports"	"en"	"When the Game Stands Tall"	7.297757	2014-08-22	30127963	115	6.3	130	"Drama"	2014	8	22	"Jim Caviezel"	"male"	"Thomas"	"male"
2325	1.8e+07	"comedy wedding"	"en"	"My Big Fat Greek Wedding 2"	16.027955	2016-03-23	88923251	94	5.5	322	"Comedy"	2016	3	23	"John Corbett"	"male"	"Kirk"	"male"
1723	2.8e+07	"based on novel job interview bad luck wish one day"	"en"	"Alexander and the Terrible, Horrible, No Good, Very Bad Day"	22.14595	2014-10-08	100654149	81	6.1	493	"Comedy"	2014	10	8	"Steve Carell"	"male"	"Miguel"	"male"
874	5.3e+07	"tzar musical russian revolution train explosion foreign language adaptation"	"en"	"Anastasia"	45.565918	1997-11-20	139804348	94	7.4	1432	"Family"	1997	11	20	"Meg Ryan"	"female"	"Gary"	"male"
1323	3.2e+07	"post traumatic stress  disorder sexual obsession postwar period drifter alcoholic"	"en"	"The Master"	25.682509	2012-09-07	28258060	137	7	701	"Drama"	2012	9	7	"Joaquin Phoenix"	"male"	"Paul"	"male"
185	1.32e+08	"post traumatic stress  disorder new jersey airplane dystopia daughter"	"en"	"War of the Worlds"	48.572726	2005-06-28	591739379	116	6.2	2322	"Thriller"	2005	6	28	"Tom Cruise"	"male"	"Steven"	"male"
1422	3e+07	"extraterrestrial technology fbi alien fbi agent duringcreditsstinger"	"en"	"The X Files: I Want to Believe"	25.454549	2008-07-24	68369434	104	5.5	523	"Drama"	2008	7	24	"David Duchovny"	"male"	"Chris"	"male"
4175	1800000	"refugee camp hurricane fantasy flooding global warming"	"en"	"Beasts of the Southern Wild"	12.471239	2012-06-29	21107746	93	6.8	403	"Drama"	2012	6	29	"Quvenzhan\u00e9 Wallis"	NA	"Benh"	NA
2683	1.4e+07	"record store sexuality autograph underwear painting"	"en"	"All About the Benjamins"	5.102258	2002-03-08	25482931	95	5.8	48	"Comedy"	2002	3	8	"Ice Cube"	NA	"Kevin"	"male"
1310	3.8e+07	"shopping mall las vegas security guard"	"en"	"Paul Blart: Mall Cop 2"	41.258487	2015-04-16	107597242	94	5	567	"Comedy"	2015	4	16	"Kevin James"	"male"	"Andy"	"male"
3188	0	"gay great britain narration glam rock bisexual"	"en"	"Velvet Goldmine"	10.932711	1998-10-23	1053788	119	6.9	116	"Drama"	1998	10	23	"Ewan McGregor"	"male"	"Todd"	"male"
537	7.5e+07	"poison army zeus poseidon spear"	"en"	"Immortals"	37.917002	2011-11-10	226904017	110	5.7	880	"Drama"	2011	11	10	"Mickey Rourke"	"male"	"Tarsem"	NA
4555	0	"cabin time travel woods cabin in the woods lost"	"en"	"Enter Nowhere"	3.637857	2011-10-22	0	90	6.5	49	"Thriller"	2011	10	22	"Katherine Waterston"	"female"	"Jack"	"male"
3319	7500000	NA	"en"	"The Work and the Glory"	0.571663	2004-11-24	3347647	110	6.1	7	"Drama"	2004	11	24	"Sam Hennings"	"male"	"Russell"	"male"
1159	4e+07	"baseball world war ii sport baseball player female athlete"	"en"	"A League of Their Own"	21.661028	1992-07-01	107458785	128	6.7	354	"Comedy"	1992	7	1	"Tom Hanks"	"male"	"Penny"	"female"
2379	0	NA	"en"	"Restoration"	2.525569	2016-05-03	0	90	5.3	11	"Horror"	2016	5	3	"Emily Roya"	"female"	"Zack"	"male"
1204	4e+07	"chicago writing architect future time"	"en"	"The Lake House"	29.88736	2006-06-16	114830111	99	6.5	670	"Drama"	2006	6	16	"Keanu Reeves"	"male"	"Alejandro"	"male"
4146	1.4e+07	"road movie"	"en"	"Highway"	3.419685	2002-01-01	0	97	5.6	37	"Drama"	2002	1	1	"Jake Gyllenhaal"	"male"	"James"	"male"
88	1.65e+08	"brother brother relationship hero talent revenge best friend"	"en"	"Big Hero 6"	203.73459	2014-10-24	652105443	102	7.8	6135	"Comedy"	2014	10	24	"Scott Adsit"	"male"	"Chris"	"male"
2323	2.3e+07	"holiday elves christmas party department store safe"	"en"	"Bad Santa"	26.58873	2003-11-26	76488889	91	6.5	656	"Drama"	2003	11	26	"Billy Bob"	"male"	"Terry"	"male"
4079	2e+06	"rape sex identity small town love"	"en"	"Boys Don't Cry"	15.557144	1999-09-02	11540607	118	7.2	353	"Drama"	1999	9	2	"Hilary Swank"	"female"	"Kimberly"	"female"
259	1.6e+08	"boat cruise computer disaster diamond"	"en"	"Speed 2: Cruise Control"	23.336875	1997-06-13	164508066	121	4.1	434	"Thriller"	1997	6	13	"Sandra Bullock"	"female"	"Jan"	"female"
3760	0	"new york telephone joke gangster"	"en"	"The Jerky Boys"	1.735462	1995-02-03	0	82	4.8	10	"Comedy"	1995	2	3	"John G."	"male"	"James"	"male"
1814	25100000	"usa white house usa president george w. bush president"	"en"	"W."	10.445391	2008-10-17	29506464	131	6.1	143	"Drama"	2008	10	17	"Josh Brolin"	"male"	"Oliver"	"male"
1930	0	"undercover fbi biker cop motorcycle gang"	"en"	"Stone Cold"	3.623002	1991-05-17	0	92	5.7	34	"Thriller"	1991	5	17	"Brian Bosworth"	"male"	"Craig"	"male"
3276	8e+06	"suicide depression independent film coming of age teen movie"	"en"	"It's Kind of a Funny Story"	13.143045	2010-07-06	6491240	101	6.9	672	"Drama"	2010	7	6	"Keir Gilchrist"	"male"	"Ryan"	"male"
624	6.9e+07	"usa president vampire steam locomotive american civil war 19th century"	"en"	"Abraham Lincoln: Vampire Hunter"	38.634767	2012-06-20	112265139	94	5.5	1269	"Action"	2012	6	20	"Benjamin Walker"	"male"	"Timur"	"male"
3311	6500000	"father son relationship capitalism based on novel smoking lie"	"en"	"Thank You for Smoking"	29.01153	2005-09-05	24793509	92	7.1	664	"Drama"	2005	9	5	"Aaron Eckhart"	"male"	"Jason"	"male"
3494	6e+06	"based on novel time travel sequel psychotronic sword and sandal"	"en"	"Beastmaster 2: Through the Portal of Time"	1.478505	1991-06-08	869325	107	4.6	17	"Action"	1991	6	8	"Marc Singer"	"male"	"Sylvio"	"male"
3843	1e+06	"california helicopter beach tornado hurricane"	"en"	"Sharknado"	20.466433	2013-07-11	0	86	3.8	476	"Horror"	2013	7	11	"Ian Ziering"	"male"	"Anthony"	"male"
983	51500000	"london england gay male nudity female nudity father son relationship"	"en"	"Eastern Promises"	35.481169	2007-09-14	55112356	100	7.2	848	"Thriller"	2007	9	14	"Naomi Watts"	"female"	"David"	"male"
2629	2.2e+07	NA	"en"	"You Will Meet a Tall Dark Stranger"	12.4654	2010-05-23	0	98	5.8	251	"Drama"	2010	5	23	"Gemma Jones"	"female"	"Woody"	"male"
1640	3.5e+07	"rape secret minnesota witness miner"	"en"	"North Country"	12.779201	2005-02-12	25224242	126	6.8	125	"Drama"	2005	2	12	"Charlize Theron"	"female"	"Niki"	"female"
3637	5e+06	"biography"	"en"	"Kill the Messenger"	21.343093	2014-10-09	2450846	112	6.6	355	"Drama"	2014	10	9	"Jeremy Renner"	"male"	"Michael"	"male"
2564	2e+07	"lovers affection sport basketball high school sports"	"en"	"Love & Basketball"	2.027393	2000-04-21	27728118	124	7.4	88	"Drama"	2000	4	21	"Chris Warren,"	"male"	"Gina"	"female"
2425	1.7e+07	"suicide asylum nightmare darkness supernatural"	"en"	"They"	4.544216	2002-11-01	0	89	4.6	74	"Thriller"	2002	11	1	"Laura Regan"	"female"	"Robert"	"male"
394	7.5e+07	"skyscraper thanksgiving billionaire parade fbi agent"	"en"	"Tower Heist"	36.743324	2011-11-02	152930623	104	5.8	932	"Comedy"	2011	11	2	"Ben Stiller"	"male"	"Brett"	"male"
1397	0	"church choir hiding place garbage duringcreditsstinger"	"en"	"The Ladykillers"	23.666229	2004-03-25	0	104	6	415	"Comedy"	2004	3	25	"Tom Hanks"	"male"	"Joel"	"male"
388	8.5e+07	"prison pickpocket strip club con artist atlantic city"	"en"	"Ocean's Eleven"	60.929352	2001-12-07	450717150	116	7.2	3783	"Thriller"	2001	12	7	"George Clooney"	"male"	"Steven"	"male"
2598	0	"screenwriter muse"	"en"	"The Muse"	2.857936	1999-08-27	0	97	5.3	31	"Comedy"	1999	8	27	"Albert Brooks"	"male"	"Albert"	"male"
3341	7e+06	"dancing florida strip club male stripper novice"	"en"	"Magic Mike"	35.897151	2012-06-28	167221571	110	6.1	1040	"Drama"	2012	6	28	"Channing Tatum"	"male"	"Steven"	"male"
4082	1e+06	"father faith"	"en"	"Courageous"	5.961119	2011-09-30	34522221	129	6.8	77	"Drama"	2011	9	30	"Alex Kendrick"	"male"	"Alex"	"male"
1567	3.5e+07	"post-apocalyptic dystopia zombie zombie apocalypse interspecies romance"	"en"	"Warm Bodies"	43.742241	2013-01-31	116980662	97	6.4	2652	"Comedy"	2013	1	31	"Nicholas Hoult"	"male"	"Jonathan"	"male"
1449	3.5e+07	"riddle rome vatican secret organization investigation"	"en"	"The Order"	3.746806	2003-09-05	11560806	102	4.8	91	"Drama"	2003	9	5	"Heath Ledger"	"male"	"Brian"	"male"
1336	3.7e+07	"dolphin boy trap summer tail"	"en"	"Dolphin Tale"	6.63839	2011-09-23	95404397	113	6.7	163	"Drama"	2011	9	23	"Morgan Freeman"	"female"	"Charles"	"male"
1171	4e+07	"friendship sequel road movie buddy comedy"	"en"	"Dumb and Dumber To"	67.767785	2014-11-12	169837010	110	5.4	1127	"Comedy"	2014	11	12	"Jim Carrey"	"male"	"Bobby"	"male"
2677	0	"african american single mother fianc\u00e9 fianc\u00e9e relationship corporation rich man - poor woman"	"en"	"Good Deeds"	4.448494	2012-02-23	0	111	6.2	45	"Drama"	2012	2	23	"Tyler Perry"	"male"	"Tyler"	"male"
3734	3705538	"transvestism gay hostage love of one's life northern ireland"	"en"	"The Crying Game"	8.839651	1992-09-02	62548947	112	6.9	176	"Drama"	1992	9	2	"Stephen Rea"	"male"	"Neil"	"male"
3438	0	"manchester city medicine new love epilepsy wife"	"en"	"Control"	11.357474	2007-09-26	8159508	121	7.5	200	"Drama"	2007	9	26	"Sam Riley"	"male"	"Anton"	"male"
3208	0	"war space opera clone troopers"	"en"	"Star Wars: Clone Wars: Volume 1"	1.881466	2005-03-21	0	69	8	27	"Action"	2005	3	21	"Tom Kane"	"male"	"Genndy"	NA
976	5e+07	"prison usa president earthquake dystopia attempt to escape"	"en"	"Escape from L.A."	21.637234	1996-08-09	42277365	97	5.6	373	"Thriller"	1996	8	9	"Kurt Russell"	"male"	"John"	"male"
3354	0	"sport"	"en"	"Michael Jordan to the Max"	1.830306	2000-05-05	21268532	46	7.5	10	"Documentary"	2000	5	5	"Michael Jordan"	"male"	"James"	"male"
3528	0	NA	"en"	"Diary of a Mad Black Woman"	3.784535	2005-02-25	0	116	6.4	71	"Drama"	2005	2	25	"Kimberly Elise"	"female"	"Darren"	"male"
4208	0	"gay"	"he"	"The Bubble"	1.49436	2006-06-06	0	114	7.6	20	"Drama"	2006	6	6	"Ohad Knoller"	"male"	"Eytan"	"male"
3357	0	"sadistic killing fire sheriff bounty hunter"	"en"	"The Devil's Rejects"	16.754452	2005-07-22	0	107	6.6	322	"Drama"	2005	7	22	"Sid Haig"	"male"	"Rob"	"male"
4231	1500000	"bomb jewry world war ii jewish life jew"	"en"	"The Believer"	9.856826	2001-01-19	416925	98	6.8	151	"Drama"	2001	1	19	"Ryan Gosling"	"male"	"Henry"	"male"
4373	0	"southern usa small town virgin independent film best friend"	"en"	"All the Real Girls"	3.65924	2003-08-01	0	108	5.9	30	"Drama"	2003	8	1	"Paul Schneider"	"male"	"David"	"male"
1363	3.5e+07	"double life parents kids relationship brother sister relationship loss of parents secret agent"	"en"	"Spy Kids"	21.543389	2001-03-18	147934180	88	5.5	867	"Comedy"	2001	3	18	"Alexa PenaVega"	"female"	"Robert"	"male"
2676	1.4e+07	"college murder urban legend slasher killer"	"en"	"Urban Legend"	12.159009	1998-09-25	72527595	99	5.6	290	"Thriller"	1998	9	25	"Alicia Witt"	"female"	"Jamie"	"female"
3328	7300000	"civil war parents kids relationship 1970s puberty totalitarian regime"	"fr"	"Persepolis"	24.281951	2007-05-23	0	95	7.7	450	"Drama"	2007	5	23	"Chiara Mastroianni"	"female"	"Vincent"	"male"
3703	0	"dancer tango musical love"	"es"	"Tango"	0.425551	1998-02-12	0	115	6.8	6	"Drama"	1998	2	12	"Miguel \u00c1ngel"	"male"	"Carlos"	"male"
4546	0	NA	"zh"	"Crazy Stone"	1.68502	2006-01-01	0	98	6.9	22	"Comedy"	2006	1	1	"Guo Tao"	NA	"Ning"	NA
2107	2e+07	NA	"en"	"Why Did I Get Married Too?"	2.986286	2010-04-02	60072596	121	6.1	29	"Comedy"	2010	4	2	"Tyler Perry"	"male"	"Tyler"	"male"
2730	1.3e+07	"dancing competition sex dancer obsession"	"en"	"Black Swan"	91.285683	2010-12-02	327803731	108	7.3	4430	"Drama"	2010	12	2	"Natalie Portman"	"female"	"Darren"	"male"
1617	3e+07	"man vs machine hope post-apocalyptic dystopia friendship"	"en"	"9"	55.806402	2009-08-19	48428063	79	6.6	1262	"Thriller"	2009	8	19	"Christopher Plummer"	"male"	"Shane"	"male"
2604	0	"car race private school diner"	"en"	"Here On Earth"	3.313257	2000-03-23	0	96	5.4	48	"Romance"	2000	3	23	"Leelee Sobieski"	"female"	"Mark"	"male"
55	1.85e+08	"scotland rebel bravery kingdom archer"	"en"	"Brave"	125.114374	2012-06-21	538983207	93	6.7	4641	"Comedy"	2012	6	21	"Kelly Macdonald"	"female"	"Brenda"	"female"
4616	0	"woman director"	"en"	"Sisters in Law"	0.025211	2005-09-03	0	104	7.3	2	"Documentary"	2005	9	3	NA	NA	"Kim"	"female"
1063	3.5e+07	"loss of family drug addiction jack the ripper"	"en"	"From Hell"	26.134678	2001-10-19	74558115	122	6.6	741	"Thriller"	2001	10	19	"Johnny Depp"	"male"	"Albert"	"male"
2178	1.5e+07	"male nudity parents kids relationship camping cutting the cord self-discovery"	"en"	"Into the Wild"	43.644978	2007-09-11	56255142	148	7.8	3045	"Drama"	2007	9	11	"Emile Hirsch"	"male"	"Sean"	"male"
3232	8e+06	"transporter brothel drug dealer boxer massage"	"en"	"Pulp Fiction"	121.463076	1994-10-08	213928762	154	8.3	8428	"Thriller"	1994	10	8	"John Travolta"	"male"	"Quentin"	"male"
505	7.8e+07	"saving the world vampire bite men invisible man"	"en"	"The League of Extraordinary Gentlemen"	47.436675	2003-07-11	179265204	110	5.7	1155	"Thriller"	2003	7	11	"Sean Connery"	"male"	"Stephen"	"male"
119	1.5e+08	"himalaya martial arts dc comics crime fighter secret identity"	"en"	"Batman Begins"	115.040024	2005-06-10	374218673	140	7.5	7359	"Drama"	2005	6	10	"Christian Bale"	"male"	"Christopher"	"male"
2621	1.5e+07	"love at first sight runaway age difference naivety christian"	"en"	"Whatever Works"	21.857387	2009-06-19	35097815	92	6.8	350	"Comedy"	2009	6	19	"Larry David"	"male"	"Woody"	"male"
4322	0	NA	"en"	"Sex With Strangers"	0.014406	2002-02-22	0	0	5	1	"Documentary"	2002	2	22	NA	NA	NA	NA
2168	2e+07	"small town rancher"	"en"	"Appaloosa"	16.074397	2008-09-12	20211394	115	6.3	299	"Drama"	2008	9	12	"Viggo Mortensen"	"male"	"Ed"	"male"
1417	4.5e+07	"ex military"	"en"	"Alex Cross"	14.513243	2012-10-18	30353232	101	5.1	300	"Thriller"	2012	10	18	"Tyler Perry"	"male"	"Rob"	"male"
3182	9e+06	"mascot beer keg political correctness ultimate frisbee funky music"	"en"	"PCU"	8.738737	1994-04-29	4350774	79	6	41	"Comedy"	1994	4	29	"Jeremy Piven"	"male"	"Hart"	"male"
1099	4.5e+07	NA	"en"	"Shadow Conspiracy"	3.848893	1997-01-31	2154540	103	4	11	"Thriller"	1997	1	31	"Charlie Sheen"	"male"	"George"	"male"
3198	9e+06	"independent film aspiring singer singer los angeles"	"en"	"Undiscovered"	2.009597	2005-08-26	1046166	97	4.5	12	"Comedy"	2005	8	26	"Kip Pardue"	"male"	"Meiert"	NA
190	1.3e+08	"riddle captain treasure liquor treasure hunt"	"en"	"The Adventures of Tintin"	89.938296	2011-10-25	371940071	107	6.7	2061	"Adventure"	2011	10	25	"Jamie Bell"	"female"	"Steven"	"male"
4355	1e+06	"cat virgin narration wheelchair graduation"	"en"	"The Sessions"	9.115486	2012-05-02	9138338	98	6.6	179	"Drama"	2012	5	2	"John Hawkes"	"male"	"Ben"	"male"
3513	6e+06	"woman director"	"en"	"Song One"	6.349218	2014-01-20	32251	86	5.5	87	"Drama"	2014	1	20	"Anne Hathaway"	"female"	"Kate"	"female"
995	6e+07	"civil war southern usa magic light dark"	"en"	"Beautiful Creatures"	40.721373	2013-02-13	60052138	124	5.6	984	"Drama"	2013	2	13	"Alden Ehrenreich"	"male"	"Richard"	"male"
3259	8e+06	"canada police murder killer buddy cop"	"fr"	"Bon Cop Bad Cop"	5.069095	2006-07-06	12671300	116	6.5	42	"Comedy"	2006	7	6	"Patrick Huard"	"male"	"Erik"	"male"
3222	8500000	"poet independent film duringcreditsstinger woman director"	"en"	"Bright Star"	9.230073	2009-11-05	4440055	119	6.8	107	"Drama"	2009	11	5	"Abbie Cornish"	"female"	"Jane"	"female"
370	9e+07	"london england china magic secret society vigilante"	"en"	"Now You See Me 2"	51.535701	2016-06-02	334901337	129	6.7	3235	"Comedy"	2016	6	2	"Jesse Eisenberg"	"male"	"Jon"	"male"
2689	1.4e+07	"interracial marriage wedding duringcreditsstinger"	"en"	"Our Family Wedding"	6.733485	2010-03-12	21409028	103	5.7	39	"Comedy"	2010	3	12	"Forest Whitaker"	"male"	"Rick"	"male"
3054	1e+07	"diary romantic comedy death of lover spirit death by accident"	"en"	"Over Her Dead Body"	12.067921	2008-02-01	0	95	5.3	145	"Comedy"	2008	2	1	"Eva Longoria"	"female"	"Jeff"	"male"
986	49900000	"kidnapping traitor virgin prince princess"	"en"	"Your Highness"	21.408222	2011-04-08	26121638	102	5.2	501	"Comedy"	2011	4	8	"Danny McBride"	"male"	"David"	"male"
486	9e+07	"new york witch uprising witch hunter"	"en"	"The Last Witch Hunter"	52.612025	2015-10-21	146936910	106	5.7	1316	"Action"	2015	10	21	"Vin Diesel"	"male"	"Breck"	"male"
1434	3.5e+07	"professional thief jewel robbery"	"en"	"Parker"	28.670477	2013-01-23	46216641	118	5.7	1455	"Action"	2013	1	23	"Jason Statham"	"male"	"Taylor"	"female"
2163	2e+07	"magic male friendship college supernatural powers teenager"	"en"	"The Covenant"	15.804814	2006-09-08	37597471	97	5.2	288	"Action"	2006	9	8	"Steven Strait"	"male"	"Renny"	"male"
3648	5e+06	"cabin chainsaw hillbilly body in chipper cut off jeans"	"en"	"Tucker and Dale vs Evil"	19.940245	2010-01-22	5476793	89	7.3	847	"Comedy"	2010	1	22	"Alan Tudyk"	"male"	"Eli"	"male"
2843	1.2e+07	"mother washington d.c. journalist adoption forgiveness"	"en"	"Philomena"	29.019504	2013-11-01	100129872	98	7.4	579	"Drama"	2013	11	1	"Judi Dench"	"female"	"Stephen"	"male"
3302	8e+06	"cook friendship"	"en"	"Mr. Church"	7.828459	2016-09-16	0	104	7	129	"Drama"	2016	9	16	"Eddie Murphy"	"male"	"Bruce"	"male"
3824	3500000	"suicide attempt striptease steel worker repossession male stripper"	"en"	"The Full Monty"	17.002623	1997-08-13	257850122	91	6.8	363	"Comedy"	1997	8	13	"Robert Carlyle"	"male"	"Peter"	"male"
1049	4.5e+07	"assassination assassin repayment ira jack ryan"	"en"	"Patriot Games"	19.637704	1992-06-04	178051587	117	6.3	433	"Drama"	1992	6	4	"Harrison Ford"	"male"	"Phillip"	"male"
4048	0	"series of murders"	"en"	"The Calling"	5.759493	2014-08-05	0	108	5.6	88	"Thriller"	2014	8	5	"Susan Sarandon"	"female"	"Jason"	"male"
84	1.75e+08	"japan suicide samurai based on true story samurai sword"	"en"	"47 Ronin"	41.796339	2013-12-06	150962475	119	5.9	1326	"Drama"	2013	12	6	"Keanu Reeves"	"male"	"Carl"	"male"
69	1.7e+08	"library clock film director key toy"	"en"	"Hugo"	32.319043	2011-11-22	185770160	126	7	2141	"Drama"	2011	11	22	"Ben Kingsley"	"male"	"Martin"	"male"
3612	0	"bet match playboy fear of commitment best friend"	"en"	"The Perfect Match"	3.810827	2016-03-11	0	96	5.2	42	"Comedy"	2016	3	11	"Terrence Jenkins"	"male"	"Bille"	"female"
1578	3.7e+07	"new york photographer editor-in-chief wish michael jackson"	"en"	"13 Going on 30"	41.569541	2004-04-13	96455697	98	6.3	1204	"Comedy"	2004	4	13	"Jennifer Garner"	"female"	"Gary"	"male"
2568	1.5e+07	"witch suicide attempt puberty magic black magic"	"en"	"The Craft"	19.517239	1996-05-03	24769466	101	6.3	380	"Drama"	1996	5	3	"Robin Tunney"	"female"	"Andrew"	"male"
4556	500	NA	"en"	"El Rey de Najayo"	0.080105	2012-03-01	0	101	0	0	"Drama"	2012	3	1	"Manny P\u00e9rez"	"male"	"Fernando"	"male"
172	1.2e+08	"vampire romance villainess super strength imprinting"	"en"	"The Twilight Saga: Breaking Dawn - Part 2"	99.687084	2012-11-13	8.29e+08	115	6.1	2553	"Drama"	2012	11	13	"Kristen Stewart"	"female"	"Bill"	"male"
767	6e+07	"washington d.c. helicopter usa president general coup d'etat"	"en"	"xXx: State of the Union"	36.689223	2005-04-27	71073932	101	4.7	549	"Drama"	2005	4	27	"Ice Cube"	NA	"Lee"	"male"
4223	1500000	"prison gambling compulsive gambling"	"en"	"Buffalo '66"	10.009994	1998-01-20	2375097	110	7.1	166	"Drama"	1998	1	20	"Vincent Gallo"	"male"	"Vincent"	"male"
2840	0	"comedian interview reporter movie star fianc\u00e9 fianc\u00e9e relationship"	"en"	"Top Five"	15.896312	2014-12-12	25434291	102	6.3	210	"Drama"	2014	12	12	"Chris Rock"	"male"	"Chris"	"male"
2210	0	"camcorder videoband delusion nuclear power plant video store"	"en"	"Be Kind Rewind"	17.662683	2008-01-20	0	102	6.2	424	"Drama"	2008	1	20	"Jack Black"	"male"	"Michel"	"male"
2893	1.2e+07	"usa sex brother sister relationship mexico city border"	"en"	"Trade"	11.237374	2007-01-23	0	120	6.8	67	"Drama"	2007	1	23	"Kevin Kline"	"male"	"Marco"	"male"
3576	5e+06	"workers' quarter dancing class strike northern england scholarship"	"en"	"Billy Elliot"	20.428237	2000-05-18	1.1e+08	110	7.4	750	"Drama"	2000	5	18	"Jamie Bell"	"female"	"Stephen"	"male"
3518	6e+06	"buddhism elephant sydney australia fighter"	"th"	"The Protector"	11.81832	2005-08-11	27165581	108	6.8	167	"Drama"	2005	8	11	"Tony Jaa"	"male"	"Prachya"	NA
2648	1.5e+07	"biography nelson mandela"	"en"	"Winnie Mandela"	1.897761	2011-09-16	0	107	5.2	5	"Drama"	2011	9	16	"Elias Koteas"	"male"	"Darrell"	"male"
4218	1500000	"childhood memory uniform independent film private tryst"	"en"	"The Squid and the Whale"	13.788054	2005-10-05	11098131	81	6.9	226	"Drama"	2005	10	5	"Jeff Daniels"	"male"	"Noah"	"male"
3344	7e+06	"mississippi childhood memory dog"	"en"	"My Dog Skip"	5.675535	2000-01-14	0	95	6.5	69	"Drama"	2000	1	14	"Frankie Muniz"	"male"	"Jay"	"male"
2108	2e+07	"underdog love at first sight hairdresser small town scissors"	"en"	"Edward Scissorhands"	47.51363	1990-12-05	5.3e+07	105	7.5	3601	"Drama"	1990	12	5	"Johnny Depp"	"male"	"Tim"	"male"
3763	4e+06	"love triangle independent film multiple storylines"	"en"	"The Rules of Attraction"	11.387335	2002-10-11	0	110	6.3	168	"Drama"	2002	10	11	"James Van"	"male"	"Roger"	"male"
4275	0	"biography"	"ky"	"Queen of the Mountains"	0.077873	2014-08-22	0	135	0	0	"Drama"	2014	8	22	"Elina Abai"	"female"	"Sadyk"	NA
3045	1e+07	"suburbia downsizing software engineer burnout dallas texas"	"en"	"Office Space"	18.366362	1999-02-19	12827813	89	7.4	1050	"Comedy"	1999	2	19	"Ron Livingston"	"male"	"Mike"	"male"
1166	4e+07	"prison training framed embezzlement"	"en"	"Get Hard"	36.301202	2015-03-26	111811453	100	5.9	944	"Comedy"	2015	3	26	"Will Ferrell"	"male"	"Etan"	"male"
535	5.5e+07	"camelot knight king arthur excalibur knights of the round table"	"en"	"First Knight"	19.143321	1995-07-07	127600435	134	5.9	311	"Drama"	1995	7	7	"Sean Connery"	"male"	"Jerry"	"male"
650	6.5e+07	"life and death sexual obsession free love heterosexual christmas party"	"en"	"Eyes Wide Shut"	27.870312	1999-07-14	162091208	159	7.1	1234	"Drama"	1999	7	14	"Tom Cruise"	"male"	"Stanley"	"male"
1005	4.8e+07	"usa war on drugs drug traffic drug dealer drug smuggle"	"en"	"Traffic"	25.170217	2000-12-27	207515725	147	6.9	562	"Drama"	2000	12	27	"Michael Douglas"	"male"	"Steven"	"male"
547	8.2e+07	"brothel fantasy asylum reality escape"	"en"	"Sucker Punch"	39.127082	2011-03-24	89792502	110	5.9	1623	"Thriller"	2011	3	24	"Emily Browning"	"female"	"Zack"	"male"
3973	0	"based on novel letter paternity castration doctor"	"en"	"Barry Munday"	1.975941	2010-03-13	0	95	6.3	22	"Drama"	2010	3	13	"Patrick Wilson"	"male"	"Chris"	"male"
